9,76579,57.0,9.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,8.0,3.0,17.0,13.0,9.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,6.0,24.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,10.0,0.0,2.0,Withdrawn
10,88568,123.0,25.0,43.0,24.0,1.0,0.0,0.0,5.0,0.0,11.0,1.0,7.0,6.0,0.0,6.0,10.0,9.0,14.0,9.0,11.0,7.0,4.0,8.0,5.0,2.0,9.0,7.0,8.0,36.0,0.0,7.0,0.0,10.0,2.0,1.0,0.0,8.0,2.0,1.0,0.0,5.0,6.0,10.0,7.0,1.0,6.0,10.0,9.0,7.0,1.0,9.0,4.0,32.0,31.0,0.0,0.0,13.0,11.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,5.0,68.0,0.0,0.0,6.0,1.0,13.0,1.0,15.0,21.0,1.0,4.0,Pass
11,96873,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,2.0,5.0,5.0,2.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,2.0,1.0,2.0,0.0,5.0,11.0,1.0,1.0,Fail
12,105168,25.0,5.0,7.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,10.0,0.0,1.0,Fail
13,107339,114.0,71.0,45.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,5.0,0.0,0.0,5.0,6.0,10.0,0.0,0.0,6.0,5.0,0.0,7.0,0.0,0.0,4.0,3.0,4.0,8.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,6.0,0.0,1.0,0.0,4.0,2.0,0.0,6.0,2.0,6.0,6.0,3.0,11.0,0.0,4.0,8.0,14.0,24.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,43.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,15.0,0.0,2.0,Distinction
14,110461,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Withdrawn
15,113698,24.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,Fail
16,113824,31.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,Fail
17,117197,42.0,26.0,22.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,2.0,4.0,6.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,5.0,0.0,8.0,5.0,1.0,1.0,Pass
18,126337,75.0,25.0,76.0,22.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,6.0,6.0,14.0,0.0,0.0,5.0,0.0,1.0,4.0,0.0,0.0,6.0,5.0,1.0,11.0,0.0,2.0,1.0,0.0,8.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,1.0,0.0,15.0,5.0,3.0,5.0,5.0,6.0,0.0,7.0,12.0,14.0,17.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,26.0,0.0,1.0,1.0,0.0,3.0,0.0,6.0,15.0,3.0,1.0,Withdrawn
19,128929,64.0,12.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,3.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,5.0,1.0,2.0,3.0,0.0,0.0,2.0,3.0,5.0,3.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,4.0,0.0,2.0,2.0,6.0,6.0,2.0,5.0,0.0,3.0,5.0,15.0,18.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,32.0,0.0,1.0,0.0,0.0,7.0,1.0,10.0,9.0,0.0,1.0,Distinction
20,132123,58.0,17.0,30.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,3.0,5.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,3.0,0.0,1.0,3.0,19.0,10.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,19.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,6.0,0.0,2.0,Pass
21,134982,38.0,1.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,6.0,1.0,11.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,1.0,3.0,4.0,1.0,6.0,0.0,1.0,4.0,10.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,27.0,0.0,0.0,3.0,1.0,4.0,0.0,4.0,10.0,0.0,1.0,Pass
22,140060,104.0,32.0,10.0,2.0,1.0,0.0,0.0,5.0,0.0,4.0,1.0,4.0,6.0,0.0,7.0,11.0,6.0,8.0,6.0,3.0,6.0,1.0,6.0,6.0,1.0,4.0,3.0,1.0,7.0,0.0,4.0,1.0,7.0,3.0,1.0,0.0,8.0,0.0,2.0,0.0,3.0,4.0,3.0,4.0,4.0,7.0,10.0,7.0,8.0,0.0,6.0,3.0,14.0,33.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,15.0,0.0,0.0,2.0,1.0,9.0,0.0,6.0,9.0,5.0,3.0,Distinction
23,140518,13.0,11.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Fail
24,143711,82.0,23.0,35.0,10.0,0.0,0.0,2.0,3.0,0.0,6.0,2.0,1.0,3.0,0.0,3.0,4.0,3.0,3.0,2.0,11.0,2.0,3.0,6.0,2.0,0.0,2.0,7.0,3.0,11.0,1.0,1.0,0.0,4.0,4.0,2.0,0.0,7.0,0.0,2.0,0.0,0.0,1.0,2.0,4.0,3.0,7.0,5.0,5.0,8.0,2.0,1.0,5.0,24.0,45.0,0.0,0.0,7.0,5.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,1.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,4.0,3.0,0.0,17.0,8.0,0.0,1.0,Distinction
25,144448,125.0,34.0,166.0,97.0,0.0,0.0,0.0,4.0,0.0,11.0,1.0,3.0,4.0,0.0,6.0,9.0,1.0,6.0,3.0,7.0,7.0,3.0,11.0,4.0,1.0,7.0,4.0,5.0,43.0,1.0,5.0,0.0,5.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,3.0,4.0,0.0,4.0,4.0,10.0,6.0,0.0,4.0,4.0,16.0,26.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,46.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,13.0,1.0,1.0,Distinction
26,146125,13.0,8.0,23.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,4.0,1.0,0.0,Withdrawn
27,146974,43.0,14.0,10.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,2.0,1.0,0.0,3.0,2.0,5.0,1.0,1.0,3.0,0.0,0.0,6.0,1.0,1.0,3.0,8.0,3.0,3.0,0.0,1.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,3.0,0.0,2.0,6.0,3.0,2.0,1.0,1.0,6.0,11.0,14.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,5.0,0.0,1.0,Pass
28,153788,91.0,57.0,122.0,62.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,6.0,0.0,4.0,5.0,4.0,2.0,1.0,0.0,5.0,12.0,5.0,0.0,0.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,37.0,0.0,1.0,0.0,0.0,5.0,0.0,12.0,6.0,2.0,1.0,Fail
29,160536,124.0,58.0,11.0,6.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,4.0,2.0,1.0,5.0,0.0,0.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,5.0,0.0,2.0,3.0,13.0,21.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,10.0,0.0,1.0,Pass
30,164968,59.0,8.0,17.0,2.0,1.0,0.0,0.0,3.0,0.0,6.0,0.0,1.0,1.0,0.0,2.0,2.0,5.0,2.0,1.0,6.0,2.0,1.0,6.0,1.0,0.0,1.0,6.0,3.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,1.0,3.0,0.0,5.0,1.0,2.0,3.0,3.0,6.0,0.0,4.0,3.0,21.0,15.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,Pass
