9,76579,36.0,9.0,10.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,8.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,7.0,3.0,15.0,12.0,8.0,0.0,0.0,3.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,18.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,8.0,0.0,2.0,Withdrawn
10,88568,45.0,24.0,25.0,16.0,0.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,3.0,4.0,9.0,24.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,4.0,6.0,7.0,1.0,6.0,10.0,9.0,0.0,1.0,4.0,11.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,34.0,0.0,0.0,4.0,1.0,6.0,1.0,8.0,13.0,1.0,4.0,Pass
11,96873,13.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,12.0,1.0,5.0,5.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,8.0,1.0,1.0,Fail
12,105168,15.0,5.0,7.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,6.0,0.0,1.0,Fail
13,107339,39.0,24.0,11.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,6.0,6.0,3.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,8.0,0.0,2.0,Distinction
14,110461,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Withdrawn
15,113698,19.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,Fail
16,113824,16.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,Fail
17,117197,17.0,8.0,4.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,1.0,Pass
18,126337,36.0,16.0,32.0,5.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,8.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,15.0,1.0,3.0,5.0,5.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,13.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,8.0,3.0,1.0,Withdrawn
19,128929,29.0,8.0,8.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,6.0,2.0,0.0,0.0,4.0,7.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,4.0,1.0,6.0,4.0,0.0,1.0,Distinction
20,132123,24.0,11.0,20.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,3.0,0.0,2.0,Pass
21,134982,15.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,2.0,1.0,3.0,0.0,3.0,6.0,0.0,1.0,Pass
22,140060,35.0,16.0,4.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,6.0,9.0,7.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,4.0,8.0,2.0,3.0,Distinction
23,140518,13.0,11.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,5.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Fail
24,143711,32.0,13.0,17.0,6.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,7.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,7.0,5.0,4.0,0.0,0.0,4.0,5.0,2.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,7.0,4.0,0.0,1.0,Distinction
25,144448,60.0,29.0,87.0,64.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,7.0,28.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,4.0,4.0,9.0,0.0,0.0,3.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,1.0,1.0,Distinction
26,146125,13.0,8.0,23.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,4.0,1.0,0.0,Withdrawn
27,146974,12.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,6.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,0.0,1.0,Pass
28,153788,34.0,33.0,34.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,4.0,5.0,4.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,Fail
29,160536,48.0,33.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,Pass
30,164968,31.0,4.0,8.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,1.0,2.0,3.0,3.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,Pass
31,165509,15.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,4.0,4.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,Pass
32,173710,47.0,6.0,17.0,2.0,0.0,0.0,8.0,0.0,5.0,0.0,1.0,0.0,2.0,1.0,3.0,7.0,0.0,3.0,0.0,5.0,0.0,1.0,0.0,3.0,5.0,8.0,4.0,5.0,3.0,2.0,0.0,0.0,3.0,11.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,10.0,1.0,3.0,Distinction
33,173834,29.0,19.0,12.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,6.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,5.0,9.0,6.0,0.0,0.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,1.0,0.0,1.0,0.0,3.0,0.0,5.0,5.0,1.0,2.0,Pass
34,174010,46.0,32.0,37.0,5.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,12.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,1.0,7.0,6.0,4.0,6.0,7.0,7.0,0.0,0.0,3.0,8.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,10.0,1.0,1.0,Fail
35,176086,11.0,7.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,6.0,4.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,Fail
36,188273,31.0,0.0,2.0,4.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,19.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,6.0,1.0,3.0,2.0,6.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,Pass
37,189629,27.0,20.0,35.0,22.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,6.0,7.0,2.0,0.0,0.0,2.0,13.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,4.0,0.0,3.0,0.0,7.0,13.0,4.0,1.0,Pass
38,191000,25.0,7.0,18.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,3.0,7.0,0.0,11.0,6.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,3.0,Withdrawn
39,195234,25.0,18.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,9.0,4.0,5.0,3.0,2.0,0.0,1.0,5.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,Fail
40,197486,34.0,17.0,12.0,3.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,6.0,6.0,2.0,6.0,0.0,6.0,0.0,0.0,0.0,1.0,4.0,5.0,3.0,11.0,10.0,5.0,0.0,1.0,1.0,11.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,2.0,1.0,2.0,1.0,9.0,11.0,1.0,2.0,Pass
41,200095,54.0,46.0,41.0,33.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,1.0,5.0,6.0,2.0,11.0,28.0,13.0,0.0,1.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,3.0,0.0,4.0,Pass
42,202677,46.0,9.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,13.0,1.0,8.0,6.0,2.0,0.0,0.0,6.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,22.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0,4.0,1.0,4.0,Pass
43,205425,29.0,19.0,11.0,2.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,7.0,6.0,1.0,6.0,4.0,4.0,0.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,Distinction
44,227192,30.0,14.0,36.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,4.0,9.0,2.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,13.0,0.0,0.0,2.0,2.0,5.0,0.0,4.0,3.0,0.0,3.0,Pass
45,233311,38.0,18.0,48.0,2.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,5.0,19.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,3.0,5.0,13.0,4.0,7.0,9.0,6.0,0.0,1.0,8.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,18.0,0.0,2.0,Pass
46,233771,47.0,11.0,27.0,10.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,2.0,4.0,2.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,1.0,2.0,Pass
47,234311,32.0,18.0,36.0,20.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,7.0,6.0,6.0,0.0,0.0,3.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,5.0,1.0,3.0,Pass
48,242778,26.0,25.0,20.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,6.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,Pass
49,242858,48.0,31.0,12.0,4.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,1.0,6.0,4.0,2.0,8.0,9.0,8.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,0.0,2.0,Pass
